area_type_code,area_code,area_text,display_level,selectable,sort_sequence,unique_code,employment_code,unemployment_code
B,MT2633220000000,"Midland, MI Metropolitan Statistical Area",0,T,3757,26332,ENU2633210010,LAUST263320000000003
B,MT2633780000000,"Monroe, MI Metropolitan Statistical Area",0,T,3758,26337,ENU2633710010,LAUST263370000000003
B,MT2634740000000,"Muskegon, MI Metropolitan Statistical Area",0,T,3759,26347,ENU2634710010,LAUST263470000000003
B,MT2635660000000,"Niles-Benton Harbor, MI Metropolitan Statistical Area",0,T,3760,26356,ENU2635610010,LAUST263560000000003
B,MT2640980000000,"Saginaw, MI Metropolitan Statistical Area",0,T,3761,26409,ENU2640910010,LAUST264090000000003
B,MT2720260000000,"Duluth, MN-WI Metropolitan Statistical Area",0,T,3974,27202,ENU2720210010,LAUST272020000000003
B,MT2731860000000,"Mankato-North Mankato, MN Metropolitan Statistical Area",0,T,3975,27318,ENU2731810010,LAUST273180000000003
B,MT2733460000000,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",0,T,3976,27334,ENU2733410010,LAUST273340000000003
B,MT2740340000000,"Rochester, MN Metropolitan Statistical Area",0,T,3977,27403,ENU2740310010,LAUST274030000000003
B,MT2741060000000,"St. Cloud, MN Metropolitan Statistical Area",0,T,3978,27410,ENU2741010010,LAUST274100000000003
B,MT2825060000000,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",0,T,4146,28250,ENU2825010010,LAUST282500000000003
B,MT2825620000000,"Hattiesburg, MS Metropolitan Statistical Area",0,T,4147,28256,ENU2825610010,LAUST282560000000003
B,MT2827140000000,"Jackson, MS Metropolitan Statistical Area",0,T,4148,28271,ENU2827110010,LAUST282710000000003
B,MT2916020000000,"Cape Girardeau, MO-IL Metropolitan Statistical Area",0,T,4280,29160,ENU2916010010,LAUST291600000000003
B,MT2917860000000,"Columbia, MO Metropolitan Statistical Area",0,T,4281,29178,ENU2917810010,LAUST291780000000003
B,MT2927620000000,"Jefferson City, MO Metropolitan Statistical Area",0,T,4282,29276,ENU2927610010,LAUST292760000000003
B,MT2927900000000,"Joplin, MO Metropolitan Statistical Area",0,T,4283,29279,ENU2927910010,LAUST292790000000003
B,MT2928140000000,"Kansas City, MO-KS Metropolitan Statistical Area",0,T,4284,29281,ENU2928110010,LAUST292810000000003
B,MT2941140000000,"St. Joseph, MO-KS Metropolitan Statistical Area",0,T,4285,29411,ENU2941110010,LAUST294110000000003
B,MT2941180000000,"St. Louis, MO-IL Metropolitan Statistical Area",0,T,4286,29411,ENU2941110010,LAUST294110000000003
B,MT2944180000000,"Springfield, MO Metropolitan Statistical Area",0,T,4287,29441,ENU2944110010,LAUST294410000000003
B,MT3013740000000,"Billings, MT Metropolitan Statistical Area",0,T,4472,30137,ENU3013710010,LAUST301370000000003
B,MT3024500000000,"Great Falls, MT Metropolitan Statistical Area",0,T,4473,30245,ENU3024510010,LAUST302450000000003
B,MT3033540000000,"Missoula, MT Metropolitan Statistical Area",0,T,4474,30335,ENU3033510010,LAUST303350000000003
B,MT3124260000000,"Grand Island, NE Metropolitan Statistical Area",0,T,4545,31242,ENU3124210010,LAUST312420000000003
B,MT3130700000000,"Lincoln, NE Metropolitan Statistical Area",0,T,4546,31307,ENU3130710010,LAUST313070000000003
B,MT3136540000000,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",0,T,4547,31365,ENU3136510010,LAUST313650000000003
B,MT3216180000000,"Carson City, NV Metropolitan Statistical Area",0,T,4664,32161,ENU3216110010,LAUST321610000000003
B,MT3229820000000,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",0,T,4665,32298,ENU3229810010,LAUST322980000000003
B,MT3239900000000,"Reno, NV Metropolitan Statistical Area",0,T,4666,32399,ENU3239910010,LAUST323990000000003
B,MT3373050000000,"Dover-Durham, NH-ME Metropolitan NECTA",0,T,4699,33730,ENU3373010010,LAUST337300000000003
B,MT3374950000000,"Manchester, NH Metropolitan NECTA",0,T,4700,33749,ENU3374910010,LAUST337490000000003
B,MT3376900000000,"Portsmouth, NH-ME Metropolitan NECTA",0,T,4701,33769,ENU3376910010,LAUST337690000000003
B,MT3412100000000,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",0,T,4987,34121,ENU3412110010,LAUST341210000000003
B,MT3436140000000,"Ocean City, NJ Metropolitan Statistical Area",0,T,4988,34361,ENU3436110010,LAUST343610000000003
B,MT3445940000000,"Trenton, NJ Metropolitan Statistical Area",0,T,4989,34459,ENU3445910010,LAUST344590000000003
B,MT3447220000000,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",0,T,4990,34472,ENU3447210010,LAUST344720000000003
B,MT3510740000000,"Albuquerque, NM Metropolitan Statistical Area",0,T,5125,35107,ENU3510710010,LAUST351070000000003
B,MT3522140000000,"Farmington, NM Metropolitan Statistical Area",0,T,5126,35221,ENU3522110010,LAUST352210000000003
B,MT3529740000000,"Las Cruces, NM Metropolitan Statistical Area",0,T,5127,35297,ENU3529710010,LAUST352970000000003
B,MT3542140000000,"Santa Fe, NM Metropolitan Statistical Area",0,T,5128,35421,ENU3542110010,LAUST354210000000003
B,MT3610580000000,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",0,T,5190,36105,ENU3610510010,LAUST361050000000003
B,MT3613780000000,"Binghamton, NY Metropolitan Statistical Area",0,T,5191,36137,ENU3613710010,LAUST361370000000003
B,MT3615380000000,"Buffalo-Cheektowaga-Niagara Falls, NY Metropolitan Statistical Area",0,T,5192,36153,ENU3615310010,LAUST361530000000003
B,MT3621300000000,"Elmira, NY Metropolitan Statistical Area",0,T,5193,36213,ENU3621310010,LAUST362130000000003
B,MT3624020000000,"Glens Falls, NY Metropolitan Statistical Area",0,T,5194,36240,ENU3624010010,LAUST362400000000003
B,MT3627060000000,"Ithaca, NY Metropolitan Statistical Area",0,T,5195,36270,ENU3627010010,LAUST362700000000003
B,MT3628740000000,"Kingston, NY Metropolitan Statistical Area",0,T,5196,36287,ENU3628710010,LAUST362870000000003
B,MT3635620000000,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",0,T,5197,36356,ENU3635610010,LAUST363560000000003
B,MT3640380000000,"Rochester, NY Metropolitan Statistical Area",0,T,5198,36403,ENU3640310010,LAUST364030000000003
B,MT3645060000000,"Syracuse, NY Metropolitan Statistical Area",0,T,5199,36450,ENU3645010010,LAUST364500000000003
B,MT3646540000000,"Utica-Rome, NY Metropolitan Statistical Area",0,T,5200,36465,ENU3646510010,LAUST364650000000003
B,MT3648060000000,"Watertown-Fort Drum, NY Metropolitan Statistical Area",0,T,5201,36480,ENU3648010010,LAUST364800000000003
B,MT3711700000000,"Asheville, NC Metropolitan Statistical Area",0,T,5397,37117,ENU3711710010,LAUST371170000000003
B,MT3715500000000,"Burlington, NC Metropolitan Statistical Area",0,T,5398,37155,ENU3715510010,LAUST371550000000003
B,MT3716740000000,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",0,T,5399,37167,ENU3716710010,LAUST371670000000003
B,MT3720500000000,"Durham-Chapel Hill, NC Metropolitan Statistical Area",0,T,5400,37205,ENU3720510010,LAUST372050000000003
B,MT3722180000000,"Fayetteville, NC Metropolitan Statistical Area",0,T,5401,37221,ENU3722110010,LAUST372210000000003
B,MT3724140000000,"Goldsboro, NC Metropolitan Statistical Area",0,T,5402,37241,ENU3724110010,LAUST372410000000003
B,MT3724660000000,"Greensboro-High Point, NC Metropolitan Statistical Area",0,T,5403,37246,ENU3724610010,LAUST372460000000003
B,MT3724780000000,"Greenville, NC Metropolitan Statistical Area",0,T,5404,37247,ENU3724710010,LAUST372470000000003
B,MT3725860000000,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",0,T,5405,37258,ENU3725810010,LAUST372580000000003
B,MT3727340000000,"Jacksonville, NC Metropolitan Statistical Area",0,T,5406,37273,ENU3727310010,LAUST372730000000003
B,MT3735100000000,"New Bern, NC Metropolitan Statistical Area",0,T,5407,37351,ENU3735110010,LAUST373510000000003
B,MT3739580000000,"Raleigh, NC Metropolitan Statistical Area",0,T,5408,37395,ENU3739510010,LAUST373950000000003
B,MT3740580000000,"Rocky Mount, NC Metropolitan Statistical Area",0,T,5409,37405,ENU3740510010,LAUST374050000000003
B,MT3748900000000,"Wilmington, NC Metropolitan Statistical Area",0,T,5410,37489,ENU3748910010,LAUST374890000000003
B,MT3749180000000,"Winston-Salem, NC Metropolitan Statistical Area",0,T,5411,37491,ENU3749110010,LAUST374910000000003
B,MT3813900000000,"Bismarck, ND Metropolitan Statistical Area",0,T,5619,38139,ENU3813910010,LAUST381390000000003
B,MT3822020000000,"Fargo, ND-MN Metropolitan Statistical Area",0,T,5620,38220,ENU3822010010,LAUST382200000000003
B,MT3824220000000,"Grand Forks, ND-MN Metropolitan Statistical Area",0,T,5621,38242,ENU3824210010,LAUST382420000000003
B,MT3910420000000,"Akron, OH Metropolitan Statistical Area",0,T,5692,39104,ENU3910410010,LAUST391040000000003
B,MT3915940000000,"Canton-Massillon, OH Metropolitan Statistical Area",0,T,5693,39159,ENU3915910010,LAUST391590000000003
B,MT3917140000000,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",0,T,5694,39171,ENU3917110010,LAUST391710000000003
B,MT3917460000000,"Cleveland-Elyria, OH Metropolitan Statistical Area",0,T,5695,39174,ENU3917410010,LAUST391740000000003
B,MT3918140000000,"Columbus, OH Metropolitan Statistical Area",0,T,5696,39181,ENU3918110010,LAUST391810000000003
B,MT3919380000000,"Dayton, OH Metropolitan Statistical Area",0,T,5697,39193,ENU3919310010,LAUST391930000000003
B,MT3930620000000,"Lima, OH Metropolitan Statistical Area",0,T,5698,39306,ENU3930610010,LAUST393060000000003
B,MT3931900000000,"Mansfield, OH Metropolitan Statistical Area",0,T,5699,39319,ENU3931910010,LAUST393190000000003
B,MT3944220000000,"Springfield, OH Metropolitan Statistical Area",0,T,5700,39442,ENU3944210010,LAUST394420000000003
B,MT3945780000000,"Toledo, OH Metropolitan Statistical Area",0,T,5701,39457,ENU3945710010,LAUST394570000000003
B,MT3948260000000,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",0,T,5702,39482,ENU3948210010,LAUST394820000000003
B,MT3949660000000,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",0,T,5703,39496,ENU3949610010,LAUST394960000000003
B,MT4021420000000,"Enid, OK Metropolitan Statistical Area",0,T,5929,40214,ENU4021410010,LAUST402140000000003
B,MT4030020000000,"Lawton, OK Metropolitan Statistical Area",0,T,5930,40300,ENU4030010010,LAUST403000000000003
B,MT4036420000000,"Oklahoma City, OK Metropolitan Statistical Area",0,T,5931,40364,ENU4036410010,LAUST403640000000003
B,MT4046140000000,"Tulsa, OK Metropolitan Statistical Area",0,T,5932,40461,ENU4046110010,LAUST404610000000003
B,MT4110540000000,"Albany, OR Metropolitan Statistical Area",0,T,6064,41105,ENU4110510010,LAUST411050000000003
B,MT4113460000000,"Bend-Redmond, OR Metropolitan Statistical Area",0,T,6065,41134,ENU4113410010,LAUST411340000000003
B,MT4118700000000,"Corvallis, OR Metropolitan Statistical Area",0,T,6066,41187,ENU4118710010,LAUST411870000000003
B,MT4121660000000,"Eugene, OR Metropolitan Statistical Area",0,T,6067,41216,ENU4121610010,LAUST412160000000003
B,MT4124420000000,"Grants Pass, OR Metropolitan Statistical Area",0,T,6068,41244,ENU4124410010,LAUST412440000000003
B,MT4132780000000,"Medford, OR Metropolitan Statistical Area",0,T,6069,41327,ENU4132710010,LAUST413270000000003
B,MT4138900000000,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",0,T,6070,41389,ENU4138910010,LAUST413890000000003
B,MT4141420000000,"Salem, OR Metropolitan Statistical Area",0,T,6071,41414,ENU4141410010,LAUST414140000000003
B,MT4210900000000,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",0,T,6164,42109,ENU4210910010,LAUST421090000000003
B,MT4211020000000,"Altoona, PA Metropolitan Statistical Area",0,T,6165,42110,ENU4211010010,LAUST421100000000003
B,MT4214100000000,"Bloomsburg-Berwick, PA Metropolitan Statistical Area",0,T,6166,42141,ENU4214110010,LAUST421410000000003
B,MT4216540000000,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",0,T,6167,42165,ENU4216510010,LAUST421650000000003
B,MT4220700000000,"East Stroudsburg, PA Metropolitan Statistical Area",0,T,6168,42207,ENU4220710010,LAUST422070000000003
B,MT4221500000000,"Erie, PA Metropolitan Statistical Area",0,T,6169,42215,ENU4221510010,LAUST422150000000003
B,MT4223900000000,"Gettysburg, PA Metropolitan Statistical Area",0,T,6170,42239,ENU4223910010,LAUST422390000000003
B,MT4225420000000,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",0,T,6171,42254,ENU4225410010,LAUST422540000000003
B,MT4227780000000,"Johnstown, PA Metropolitan Statistical Area",0,T,6172,42277,ENU4227710010,LAUST422770000000003
B,MT4229540000000,"Lancaster, PA Metropolitan Statistical Area",0,T,6173,42295,ENU4229510010,LAUST422950000000003
B,MT4230140000000,"Lebanon, PA Metropolitan Statistical Area",0,T,6174,42301,ENU4230110010,LAUST423010000000003
B,MT4237980000000,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",0,T,6175,42379,ENU4237910010,LAUST423790000000003
B,MT4238300000000,"Pittsburgh, PA Metropolitan Statistical Area",0,T,6176,42383,ENU4238310010,LAUST423830000000003
B,MT4239740000000,"Reading, PA Metropolitan Statistical Area",0,T,6177,42397,ENU4239710010,LAUST423970000000003
B,MT4242540000000,"Scranton--Wilkes-Barre--Hazleton, PA Metropolitan Statistical Area",0,T,6178,42425,ENU4242510010,LAUST424250000000003
B,MT4244300000000,"State College, PA Metropolitan Statistical Area",0,T,6179,42443,ENU4244310010,LAUST424430000000003
B,MT4248700000000,"Williamsport, PA Metropolitan Statistical Area",0,T,6180,42487,ENU4248710010,LAUST424870000000003
B,MT4249620000000,"York-Hanover, PA Metropolitan Statistical Area",0,T,6181,42496,ENU4249610010,LAUST424960000000003
B,MT4477200000000,"Providence-Warwick, RI-MA Metropolitan NECTA",0,T,6355,44772,ENU4477210010,LAUST447720000000003
B,MT4516700000000,"Charleston-North Charleston, SC Metropolitan Statistical Area",0,T,6403,45167,ENU4516710010,LAUST451670000000003
B,MT4517900000000,"Columbia, SC Metropolitan Statistical Area",0,T,6404,45179,ENU4517910010,LAUST451790000000003
B,MT4522500000000,"Florence, SC Metropolitan Statistical Area",0,T,6405,45225,ENU4522510010,LAUST452250000000003
B,MT4524860000000,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",0,T,6406,45248,ENU4524810010,LAUST452480000000003
B,MT4525940000000,"Hilton Head Island-Bluffton-Beaufort, SC Metropolitan Statistical Area",0,T,6407,45259,ENU4525910010,LAUST452590000000003
B,MT4534820000000,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",0,T,6408,45348,ENU4534810010,LAUST453480000000003
B,MT4543900000000,"Spartanburg, SC Metropolitan Statistical Area",0,T,6409,45439,ENU4543910010,LAUST454390000000003
B,MT4544940000000,"Sumter, SC Metropolitan Statistical Area",0,T,6410,45449,ENU4544910010,LAUST454490000000003
B,MT4639660000000,"Rapid City, SD Metropolitan Statistical Area",0,T,6505,46396,ENU4639610010,LAUST463960000000003
B,MT4643620000000,"Sioux Falls, SD Metropolitan Statistical Area",0,T,6506,46436,ENU4643610010,LAUST464360000000003
B,MT4716860000000,"Chattanooga, TN-GA Metropolitan Statistical Area",0,T,6591,47168,ENU4716810010,LAUST471680000000003
B,MT4717300000000,"Clarksville, TN-KY Metropolitan Statistical Area",0,T,6592,47173,ENU4717310010,LAUST471730000000003
B,MT4717420000000,"Cleveland, TN Metropolitan Statistical Area",0,T,6593,47174,ENU4717410010,LAUST471740000000003
B,MT4727180000000,"Jackson, TN Metropolitan Statistical Area",0,T,6594,47271,ENU4727110010,LAUST472710000000003
B,MT4727740000000,"Johnson City, TN Metropolitan Statistical Area",0,T,6595,47277,ENU4727710010,LAUST472770000000003
B,MT4728700000000,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",0,T,6596,47287,ENU4728710010,LAUST472870000000003
B,MT4728940000000,"Knoxville, TN Metropolitan Statistical Area",0,T,6597,47289,ENU4728910010,LAUST472890000000003
B,MT4732820000000,"Memphis, TN-MS-AR Metropolitan Statistical Area",0,T,6598,47328,ENU4732810010,LAUST473280000000003
B,MT4734100000000,"Morristown, TN Metropolitan Statistical Area",0,T,6599,47341,ENU4734110010,LAUST473410000000003
B,MT4734980000000,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",0,T,6600,47349,ENU4734910010,LAUST473490000000003
B,MT4810180000000,"Abilene, TX Metropolitan Statistical Area",0,T,6763,48101,ENU4810110010,LAUST481010000000003
B,MT4811100000000,"Amarillo, TX Metropolitan Statistical Area",0,T,6764,48111,ENU4811110010,LAUST481110000000003
B,MT4812420000000,"Austin-Round Rock, TX Metropolitan Statistical Area",0,T,6765,48124,ENU4812410010,LAUST481240000000003
B,MT4813140000000,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",0,T,6766,48131,ENU4813110010,LAUST481310000000003
B,MT4815180000000,"Brownsville-Harlingen, TX Metropolitan Statistical Area",0,T,6767,48151,ENU4815110010,LAUST481510000000003
B,MT4817780000000,"College Station-Bryan, TX Metropolitan Statistical Area",0,T,6768,48177,ENU4817710010,LAUST481770000000003
B,MT4818580000000,"Corpus Christi, TX Metropolitan Statistical Area",0,T,6769,48185,ENU4818510010,LAUST481850000000003
B,MT4819100000000,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",0,T,6770,48191,ENU4819110010,LAUST481910000000003
B,MT4821340000000,"El Paso, TX Metropolitan Statistical Area",0,T,6771,48213,ENU4821310010,LAUST482130000000003
B,MT4826420000000,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",0,T,6772,48264,ENU4826410010,LAUST482640000000003
B,MT4828660000000,"Killeen-Temple, TX Metropolitan Statistical Area",0,T,6773,48286,ENU4828610010,LAUST482860000000003
B,MT4829700000000,"Laredo, TX Metropolitan Statistical Area",0,T,6774,48297,ENU4829710010,LAUST482970000000003
B,MT4830980000000,"Longview, TX Metropolitan Statistical Area",0,T,6775,48309,ENU4830910010,LAUST483090000000003
B,MT4831180000000,"Lubbock, TX Metropolitan Statistical Area",0,T,6776,48311,ENU4831110010,LAUST483110000000003
B,MT4832580000000,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",0,T,6777,48325,ENU4832510010,LAUST483250000000003
B,MT4833260000000,"Midland, TX Metropolitan Statistical Area",0,T,6778,48332,ENU4833210010,LAUST483320000000003
B,MT4836220000000,"Odessa, TX Metropolitan Statistical Area",0,T,6779,48362,ENU4836210010,LAUST483620000000003
B,MT4841660000000,"San Angelo, TX Metropolitan Statistical Area",0,T,6780,48416,ENU4841610010,LAUST484160000000003
B,MT4841700000000,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",0,T,6781,48417,ENU4841710010,LAUST484170000000003
B,MT4843300000000,"Sherman-Denison, TX Metropolitan Statistical Area",0,T,6782,48433,ENU4843310010,LAUST484330000000003
B,MT4845500000000,"Texarkana, TX-AR Metropolitan Statistical Area",0,T,6783,48455,ENU4845510010,LAUST484550000000003
B,MT4846340000000,"Tyler, TX Metropolitan Statistical Area",0,T,6784,48463,ENU4846310010,LAUST484630000000003
B,MT4847020000000,"Victoria, TX Metropolitan Statistical Area",0,T,6785,48470,ENU4847010010,LAUST484700000000003
B,MT4847380000000,"Waco, TX Metropolitan Statistical Area",0,T,6786,48473,ENU4847310010,LAUST484730000000003
B,MT4848660000000,"Wichita Falls, TX Metropolitan Statistical Area",0,T,6787,48486,ENU4848610010,LAUST484860000000003
B,MT4930860000000,"Logan, UT-ID Metropolitan Statistical Area",0,T,7325,49308,ENU4930810010,LAUST493080000000003
B,MT4936260000000,"Ogden-Clearfield, UT Metropolitan Statistical Area",0,T,7326,49362,ENU4936210010,LAUST493620000000003
